id,basisOfRecord,organismName,organismQuantity,organismQuantityType,occurrenceID,occurrenceStatus,scientificName,scientificNameID,taxonID,kingdom
MDIBL-habs_23A_2010-08-09T17:30:00UTC,HumanObservation,Alexandrium,0,Cells per L,2010-08-09T17:30:00UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_23A_2010-08-09T17:30:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2010-08-09T17:30:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_23A_2010-08-09T17:30:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2010-08-09T17:30:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_23A_2010-08-09T17:30:00UTC,HumanObservation,Dinophysis_spp,195,Cells per L,2010-08-09T17:30:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_23A_2010-08-09T17:30:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2010-08-09T17:30:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_23A_2010-08-09T17:30:00UTC,HumanObservation,Karenia,0,Cells per L,2010-08-09T17:30:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_23A_2010-08-09T17:30:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2010-08-09T17:30:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_23A_2010-08-09T17:30:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2010-08-09T17:30:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_23A_2010-08-09T17:30:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2010-08-09T17:30:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_23A_2010-08-09T17:30:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2010-08-09T17:30:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_23A_2010-08-09T17:30:00UTC,HumanObservation,Pseudo_nitzchia_spp,0,Cells per L,2010-08-09T17:30:00UTC_Pseudo_nitzchia_spp,absent,NA,NA,NA,NA
MDIBL-habs_22D_2010-08-09T18:45:00UTC,HumanObservation,Alexandrium,0,Cells per L,2010-08-09T18:45:00UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_22D_2010-08-09T18:45:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2010-08-09T18:45:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_22D_2010-08-09T18:45:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2010-08-09T18:45:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_22D_2010-08-09T18:45:00UTC,HumanObservation,Dinophysis_spp,9360,Cells per L,2010-08-09T18:45:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_22D_2010-08-09T18:45:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2010-08-09T18:45:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_22D_2010-08-09T18:45:00UTC,HumanObservation,Karenia,0,Cells per L,2010-08-09T18:45:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_22D_2010-08-09T18:45:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2010-08-09T18:45:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_22D_2010-08-09T18:45:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2010-08-09T18:45:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_22D_2010-08-09T18:45:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2010-08-09T18:45:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_22D_2010-08-09T18:45:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2010-08-09T18:45:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_22D_2010-08-09T18:45:00UTC,HumanObservation,Pseudo_nitzchia_spp,0,Cells per L,2010-08-09T18:45:00UTC_Pseudo_nitzchia_spp,absent,NA,NA,NA,NA
MDIBL-habs_22G_2010-08-13T17:15:00UTC,HumanObservation,Alexandrium,0,Cells per L,2010-08-13T17:15:00UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_22G_2010-08-13T17:15:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2010-08-13T17:15:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_22G_2010-08-13T17:15:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2010-08-13T17:15:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_22G_2010-08-13T17:15:00UTC,HumanObservation,Dinophysis_spp,8812.5,Cells per L,2010-08-13T17:15:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_22G_2010-08-13T17:15:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2010-08-13T17:15:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_22G_2010-08-13T17:15:00UTC,HumanObservation,Karenia,0,Cells per L,2010-08-13T17:15:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_22G_2010-08-13T17:15:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2010-08-13T17:15:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_22G_2010-08-13T17:15:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2010-08-13T17:15:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_22G_2010-08-13T17:15:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2010-08-13T17:15:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_22G_2010-08-13T17:15:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2010-08-13T17:15:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_22G_2010-08-13T17:15:00UTC,HumanObservation,Pseudo_nitzchia_spp,0,Cells per L,2010-08-13T17:15:00UTC_Pseudo_nitzchia_spp,absent,NA,NA,NA,NA
MDIBL-habs_22D_2010-08-16T18:30:00UTC,HumanObservation,Alexandrium,0,Cells per L,2010-08-16T18:30:00UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_22D_2010-08-16T18:30:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2010-08-16T18:30:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_22D_2010-08-16T18:30:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2010-08-16T18:30:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_22D_2010-08-16T18:30:00UTC,HumanObservation,Dinophysis_spp,1635,Cells per L,2010-08-16T18:30:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_22D_2010-08-16T18:30:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2010-08-16T18:30:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_22D_2010-08-16T18:30:00UTC,HumanObservation,Karenia,0,Cells per L,2010-08-16T18:30:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_22D_2010-08-16T18:30:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2010-08-16T18:30:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_22D_2010-08-16T18:30:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2010-08-16T18:30:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_22D_2010-08-16T18:30:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2010-08-16T18:30:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_22D_2010-08-16T18:30:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2010-08-16T18:30:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_22D_2010-08-16T18:30:00UTC,HumanObservation,Pseudo_nitzchia_spp,0,Cells per L,2010-08-16T18:30:00UTC_Pseudo_nitzchia_spp,absent,NA,NA,NA,NA
MDIBL-habs_22G_2010-08-20T13:11:00UTC,HumanObservation,Alexandrium,0,Cells per L,2010-08-20T13:11:00UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_22G_2010-08-20T13:11:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2010-08-20T13:11:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_22G_2010-08-20T13:11:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2010-08-20T13:11:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_22G_2010-08-20T13:11:00UTC,HumanObservation,Dinophysis_spp,660,Cells per L,2010-08-20T13:11:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_22G_2010-08-20T13:11:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2010-08-20T13:11:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_22G_2010-08-20T13:11:00UTC,HumanObservation,Karenia,0,Cells per L,2010-08-20T13:11:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_22G_2010-08-20T13:11:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2010-08-20T13:11:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_22G_2010-08-20T13:11:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2010-08-20T13:11:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_22G_2010-08-20T13:11:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2010-08-20T13:11:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_22G_2010-08-20T13:11:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2010-08-20T13:11:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_22G_2010-08-20T13:11:00UTC,HumanObservation,Pseudo_nitzchia_spp,0,Cells per L,2010-08-20T13:11:00UTC_Pseudo_nitzchia_spp,absent,NA,NA,NA,NA
MDIBL-habs_22D_2010-08-27T17:20:00UTC,HumanObservation,Alexandrium,0,Cells per L,2010-08-27T17:20:00UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_22D_2010-08-27T17:20:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2010-08-27T17:20:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_22D_2010-08-27T17:20:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2010-08-27T17:20:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_22D_2010-08-27T17:20:00UTC,HumanObservation,Dinophysis_spp,772.5,Cells per L,2010-08-27T17:20:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_22D_2010-08-27T17:20:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2010-08-27T17:20:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_22D_2010-08-27T17:20:00UTC,HumanObservation,Karenia,0,Cells per L,2010-08-27T17:20:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_22D_2010-08-27T17:20:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2010-08-27T17:20:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_22D_2010-08-27T17:20:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2010-08-27T17:20:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_22D_2010-08-27T17:20:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2010-08-27T17:20:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_22D_2010-08-27T17:20:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2010-08-27T17:20:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_22D_2010-08-27T17:20:00UTC,HumanObservation,Pseudo_nitzchia_spp,0,Cells per L,2010-08-27T17:20:00UTC_Pseudo_nitzchia_spp,absent,NA,NA,NA,NA
MDIBL-habs_22G_2010-08-27T19:29:00UTC,HumanObservation,Alexandrium,0,Cells per L,2010-08-27T19:29:00UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_22G_2010-08-27T19:29:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2010-08-27T19:29:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_22G_2010-08-27T19:29:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2010-08-27T19:29:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_22G_2010-08-27T19:29:00UTC,HumanObservation,Dinophysis_spp,22.5,Cells per L,2010-08-27T19:29:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_22G_2010-08-27T19:29:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2010-08-27T19:29:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_22G_2010-08-27T19:29:00UTC,HumanObservation,Karenia,0,Cells per L,2010-08-27T19:29:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_22G_2010-08-27T19:29:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2010-08-27T19:29:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_22G_2010-08-27T19:29:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2010-08-27T19:29:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_22G_2010-08-27T19:29:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2010-08-27T19:29:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_22G_2010-08-27T19:29:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2010-08-27T19:29:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_22G_2010-08-27T19:29:00UTC,HumanObservation,Pseudo_nitzchia_spp,0,Cells per L,2010-08-27T19:29:00UTC_Pseudo_nitzchia_spp,absent,NA,NA,NA,NA
MDIBL-habs_23A_2010-09-02T12:15:00UTC,HumanObservation,Alexandrium,0,Cells per L,2010-09-02T12:15:00UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_23A_2010-09-02T12:15:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2010-09-02T12:15:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_23A_2010-09-02T12:15:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2010-09-02T12:15:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_23A_2010-09-02T12:15:00UTC,HumanObservation,Dinophysis_spp,30,Cells per L,2010-09-02T12:15:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_23A_2010-09-02T12:15:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2010-09-02T12:15:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_23A_2010-09-02T12:15:00UTC,HumanObservation,Karenia,0,Cells per L,2010-09-02T12:15:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_23A_2010-09-02T12:15:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2010-09-02T12:15:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_23A_2010-09-02T12:15:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2010-09-02T12:15:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_23A_2010-09-02T12:15:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2010-09-02T12:15:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_23A_2010-09-02T12:15:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2010-09-02T12:15:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_23A_2010-09-02T12:15:00UTC,HumanObservation,Pseudo_nitzchia_spp,0,Cells per L,2010-09-02T12:15:00UTC_Pseudo_nitzchia_spp,absent,NA,NA,NA,NA
MDIBL-habs_22G_2010-09-03T14:00:00UTC,HumanObservation,Alexandrium,0,Cells per L,2010-09-03T14:00:00UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_22G_2010-09-03T14:00:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2010-09-03T14:00:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_22G_2010-09-03T14:00:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2010-09-03T14:00:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_22G_2010-09-03T14:00:00UTC,HumanObservation,Dinophysis_spp,1350,Cells per L,2010-09-03T14:00:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_22G_2010-09-03T14:00:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2010-09-03T14:00:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_22G_2010-09-03T14:00:00UTC,HumanObservation,Karenia,0,Cells per L,2010-09-03T14:00:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_22G_2010-09-03T14:00:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2010-09-03T14:00:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_22G_2010-09-03T14:00:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2010-09-03T14:00:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_22G_2010-09-03T14:00:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2010-09-03T14:00:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_22G_2010-09-03T14:00:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2010-09-03T14:00:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_22G_2010-09-03T14:00:00UTC,HumanObservation,Pseudo_nitzchia_spp,0,Cells per L,2010-09-03T14:00:00UTC_Pseudo_nitzchia_spp,absent,NA,NA,NA,NA
MDIBL-habs_22D_2010-09-07T14:15:00UTC,HumanObservation,Alexandrium,0,Cells per L,2010-09-07T14:15:00UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
